CustomerId,Cluster,PCA1,PCA2
15634602,0,-1.7975733484163308,-0.33075543588559475
15647311,1,0.3311887358455605,-2.149024147096946
15619304,1,1.1724851084857675,0.7379009966276117
15701354,0,-2.772091911439177,-2.161472218690548
15737888,1,0.6296453447299492,-1.336660274825953
15574012,1,1.5077172336737767,1.0293582247227733
15592531,0,-2.66795934826536,2.5392943553958944
15656148,1,-0.7951342196086293,-1.4904171946375306
15792365,1,0.5032163954108974,-0.5742770032339454
15592389,1,0.575804658416122,-1.6967338517463826
15767821,1,0.7085799890158782,-0.01959765000210123
15737173,0,-2.4833921322152697,-0.46630362066971986
15632264,0,-1.8696522457484428,2.8349320423967925
15691483,0,-0.8967794574070728,-0.09846898725936197
15600882,0,-2.4171377978241897,1.6650692367209377
15643966,1,0.23860406722558342,-1.0579198737827076
15737452,1,0.3917468739124896,-1.7151503959140848
15788218,0,-2.7793374932539536,2.0565730323243843
15661507,0,0.19194930080127076,1.2688373819127319
15568982,0,-2.7739537452440852,0.8825224405082268
15577657,0,-1.3615930205321638,1.9011380386860068
15597945,0,-1.2201418945290885,1.5396116088206504
15699309,0,-0.8082783503507736,0.4035187413910305
15725737,0,-3.0426675855018757,0.39965235549985156
15625047,0,-0.6701329819737291,0.5791274485420792
15738191,0,-2.282341957166729,-0.6174740410695402
15736816,1,1.4638597979945616,-1.9188071147772594
15700772,0,-1.378193380394094,2.899109176808085
15728693,1,1.2111227852490132,-0.9612940873548541
15656300,0,-2.364651409262389,-3.1062746241259247
15589475,0,-2.559377594635109,-0.6242409074352548
15706552,1,1.7296150090383031,0.48429251219513825
15750181,1,1.3332978915980818,1.5445387040287222
15659428,0,-2.7052890919945938,1.682777028313796
15732963,0,-1.6699686628403694,1.789438060990386
15794171,1,0.4092173939760614,-2.4256931732101137
15788448,1,1.6150048631277756,-1.3913485562756096
15729599,1,1.0936514961748807,0.6270638172448126
15717426,0,-1.6484989924772027,1.8654926033196038
15585768,1,0.6781126396732398,0.21445640964429935
15619360,0,-1.1817063698897858,0.6654285303729857
15738148,1,3.2871316013404424,1.2025681437065052
15687946,1,0.7892420496941431,-0.9476463736523518
15755196,1,2.5617482041626176,-1.8172769614297133
15684171,1,2.3600634882258764,0.23217680177191408
15754849,1,0.0271203166850941,-0.9385328052546654
15602280,1,1.495524848345032,0.7742486397574821
15771573,1,2.0168547515174646,1.2769758626024383
15766205,1,0.7539393499616619,-1.3966050029474952
15771873,1,0.6247611844322787,-2.2708951674846625
15616550,1,2.18020728913281,1.6356986553737618
15768193,1,1.2545729630454623,-0.5126800586980153
15683553,0,-1.4127969337780595,0.47048780004824575
15702298,1,3.028780697925609,0.7657524887126952
15569590,1,0.13520897258965167,-1.940910950547099
