CustomerId,ChurnProbability,Feature,SHAPValue,AbsoluteSHAP,ImpactDirection,ImportanceRank
15684103,0.04962443698931396,num__Age,-1.3509469329954957,1.3509469329954957,Decreases Churn Risk,1
15684103,0.04962443698931396,num__NumOfProducts,-1.0192094028539247,1.0192094028539247,Decreases Churn Risk,2
15684103,0.04962443698931396,num__IsActiveMember,-0.2539949645961572,0.2539949645961572,Decreases Churn Risk,3
15684103,0.04962443698931396,cat__Geography_Germany,-0.20463094563496234,0.20463094563496234,Decreases Churn Risk,4
15684103,0.04962443698931396,cat__Geography_Spain,-0.19153965451814542,0.19153965451814542,Decreases Churn Risk,5
15684103,0.04962443698931396,num__HasBalance,-0.10132221406117944,0.10132221406117944,Decreases Churn Risk,6
15684103,0.04962443698931396,num__EngagementScore,-0.09730974105884634,0.09730974105884634,Decreases Churn Risk,7
15684103,0.04962443698931396,num__Balance,-0.0831385688614502,0.0831385688614502,Decreases Churn Risk,8
15684103,0.04962443698931396,num__CustomerValue,-0.05013702227706915,0.05013702227706915,Decreases Churn Risk,9
15684103,0.04962443698931396,num__ProductDensity,-0.038110036335929305,0.038110036335929305,Decreases Churn Risk,10
15728963,0.8673814589813661,num__Age,1.28070602618715,1.28070602618715,Increases Churn Risk,1
15728963,0.8673814589813661,num__Balance,-0.5458703236075821,0.5458703236075821,Decreases Churn Risk,2
15728963,0.8673814589813661,num__IsActiveMember,0.3278421042062045,0.3278421042062045,Increases Churn Risk,3
15728963,0.8673814589813661,num__EngagementScore,0.25271635900390466,0.25271635900390466,Increases Churn Risk,4
15728963,0.8673814589813661,num__NumOfProducts,0.21312209765322007,0.21312209765322007,Increases Churn Risk,5
15728963,0.8673814589813661,cat__Geography_Germany,0.21240796586390848,0.21240796586390848,Increases Churn Risk,6
15728963,0.8673814589813661,num__ProductDensity,-0.2000354686075963,0.2000354686075963,Decreases Churn Risk,7
15728963,0.8673814589813661,num__HasCrCard,-0.12519921313604548,0.12519921313604548,Decreases Churn Risk,8
15728963,0.8673814589813661,num__BalanceSalaryRatio,0.11858846605057968,0.11858846605057968,Increases Churn Risk,9
15728963,0.8673814589813661,cat__Geography_Spain,-0.10812072546461805,0.10812072546461805,Decreases Churn Risk,10
15756804,0.8733258668577759,num__Age,1.1992463337162813,1.1992463337162813,Increases Churn Risk,1
15756804,0.8733258668577759,num__IsActiveMember,0.2533162816896466,0.2533162816896466,Increases Churn Risk,2
15756804,0.8733258668577759,num__EngagementScore,0.22403259524460226,0.22403259524460226,Increases Churn Risk,3
15756804,0.8733258668577759,cat__Geography_Germany,-0.22398672024545946,0.22398672024545946,Decreases Churn Risk,4
15756804,0.8733258668577759,num__NumOfProducts,0.1492431045492908,0.1492431045492908,Increases Churn Risk,5
15756804,0.8733258668577759,num__AgeTenureInteraction,0.13210018860508702,0.13210018860508702,Increases Churn Risk,6
15756804,0.8733258668577759,cat__Geography_Spain,-0.12834642003665903,0.12834642003665903,Decreases Churn Risk,7
15756804,0.8733258668577759,num__ProductDensity,-0.08425355297582277,0.08425355297582277,Decreases Churn Risk,8
15756804,0.8733258668577759,cat__Gender_Male,-0.06795008282928627,0.06795008282928627,Decreases Churn Risk,9
15756804,0.8733258668577759,num__CustomerValue,0.05978933588799968,0.05978933588799968,Increases Churn Risk,10
15771728,0.8443142244247608,num__NumOfProducts,2.3887890933770626,2.3887890933770626,Increases Churn Risk,1
15771728,0.8443142244247608,num__CustomerValue,-0.48234299127407,0.48234299127407,Decreases Churn Risk,2
15771728,0.8443142244247608,cat__Gender_Male,-0.4817302729484728,0.4817302729484728,Decreases Churn Risk,3
15771728,0.8443142244247608,num__Tenure,-0.34670114094487375,0.34670114094487375,Decreases Churn Risk,4
15771728,0.8443142244247608,num__Age,-0.3142640561184912,0.3142640561184912,Decreases Churn Risk,5
15771728,0.8443142244247608,num__BalanceSalaryRatio,0.2167251997222346,0.2167251997222346,Increases Churn Risk,6
15771728,0.8443142244247608,num__IsActiveMember,0.1845323055549068,0.1845323055549068,Increases Churn Risk,7
15771728,0.8443142244247608,cat__Geography_Germany,0.18077740388952576,0.18077740388952576,Increases Churn Risk,8
15771728,0.8443142244247608,num__Balance,0.14888834434415052,0.14888834434415052,Increases Churn Risk,9
15771728,0.8443142244247608,cat__Geography_Spain,-0.13190065621183522,0.13190065621183522,Decreases Churn Risk,10
15708139,0.4130813115844124,cat__Geography_Germany,-0.5117687717277629,0.5117687717277629,Decreases Churn Risk,1
15708139,0.4130813115844124,num__AgeTenureInteraction,-0.23139268006188105,0.23139268006188105,Decreases Churn Risk,2
15708139,0.4130813115844124,num__IsActiveMember,0.19747426435530696,0.19747426435530696,Increases Churn Risk,3
15708139,0.4130813115844124,num__NumOfProducts,0.19164289209272523,0.19164289209272523,Increases Churn Risk,4
15708139,0.4130813115844124,num__Age,-0.18124893539195472,0.18124893539195472,Decreases Churn Risk,5
15708139,0.4130813115844124,cat__Geography_Spain,-0.17344496805846182,0.17344496805846182,Decreases Churn Risk,6
15708139,0.4130813115844124,num__EngagementScore,0.11804191326806844,0.11804191326806844,Increases Churn Risk,7
15708139,0.4130813115844124,num__ProductDensity,-0.11289909255691466,0.11289909255691466,Decreases Churn Risk,8
15708139,0.4130813115844124,cat__Gender_Male,-0.10223502413443657,0.10223502413443657,Decreases Churn Risk,9
15708139,0.4130813115844124,num__EstimatedSalary,0.06872467921577094,0.06872467921577094,Increases Churn Risk,10
15680597,0.35545814478968624,cat__Geography_Germany,0.626440046852643,0.626440046852643,Increases Churn Risk,1
15680597,0.35545814478968624,cat__Gender_Male,-0.6063946872627712,0.6063946872627712,Decreases Churn Risk,2
15680597,0.35545814478968624,num__NumOfProducts,0.37735139583964605,0.37735139583964605,Increases Churn Risk,3
15680597,0.35545814478968624,num__Age,-0.3323094290165541,0.3323094290165541,Decreases Churn Risk,4
15680597,0.35545814478968624,num__IsActiveMember,-0.27948068662757986,0.27948068662757986,Decreases Churn Risk,5
15680597,0.35545814478968624,num__CreditScore,-0.24680271520107322,0.24680271520107322,Decreases Churn Risk,6
